picture;date;time;individual;camera;temperature;temp_9am_atmo;temp_3pm_atmo;humid%_9am;humid%_9am
C4_9;23_04_2026;07:00;3;C4;13;14.1;19.7;100;54
C4_9;23_04_2026;07:00;4;C4;13;14.1;19.7;100;54
C4_10;23_04_2026;07:15;3;C4;13;14.1;19.7;100;54
C4_10;23_04_2026;07:15;4;C4;13;14.1;19.7;100;54
C4_11;23_04_2026;07:30;3;C4;13;14.1;19.7;100;54
C4_11;23_04_2026;07:30;4;C4;13;14.1;19.7;100;54
C4_12;23_04_2026;07:45;3;C4;13;14.1;19.7;100;54
C4_12;23_04_2026;07:45;4;C4;13;14.1;19.7;100;54
C4_13;23_04_2026;08:00;3;C4;13;14.1;19.7;100;54
C4_13;23_04_2026;08:00;4;C4;13;14.1;19.7;100;54
C4_14;23_04_2026;08:15;3;C4;13;14.1;19.7;100;54
C4_14;23_04_2026;08:15;4;C4;13;14.1;19.7;100;54
C4_15;23_04_2026;08:30;3;C4;13;14.1;19.7;100;54
C4_15;23_04_2026;08:30;4;C4;13;14.1;19.7;100;54
C4_16;23_04_2026;08:45;3;C4;13;14.1;19.7;100;54
C4_17;23_04_2026;09:00;3;C4;13;14.1;19.7;100;54
C4_18;23_04_2026;09:15;3;C4;13;14.1;19.7;100;54
C4_19;23_04_2026;09:30;3;C4;13;14.1;19.7;100;54
C4_20;23_04_2026;09:45;3;C4;14;14.1;19.7;100;54
C4_21;23_04_2026;10:00;3;C4;14;14.1;19.7;100;54
C4_22;23_04_2026;10:15;3;C4;14;14.1;19.7;100;54
C4_23;23_04_2026;10:30;3;C4;15;14.1;19.7;100;54
C4_24;23_04_2026;10:45;3;C4;15;14.1;19.7;100;54
C4_25;23_04_2026;11:00;3;C4;16;14.1;19.7;100;54
C4_26;23_04_2026;11:15;3;C4;17;14.1;19.7;100;54
C4_27;23_04_2026;11:30;2;C4;18;14.1;19.7;100;54
C4_27;23_04_2026;11:30;3;C4;18;14.1;19.7;100;54
C4_28;23_04_2026;11:45;3;C4;18;14.1;19.7;100;54
C4_28;23_04_2026;11:45;4;C4;18;14.1;19.7;100;54
C4_29;23_04_2026;12:00;3;C4;19;14.1;19.7;100;54
C4_29;23_04_2026;12:00;4;C4;19;14.1;19.7;100;54
C4_29;23_04_2026;12:00;6;C4;19;14.1;19.7;100;54
C4_30;23_04_2026;12:15;1;C4;20;14.1;19.7;100;54
C4_30;23_04_2026;12:15;4;C4;20;14.1;19.7;100;54
C4_31;23_04_2026;12:30;1;C4;21;14.1;19.7;100;54
C4_31;23_04_2026;12:30;6;C4;21;14.1;19.7;100;54
C4_32;23_04_2026;12:45;4;C4;22;14.1;19.7;100;54
C4_32;23_04_2026;12:45;6;C4;22;14.1;19.7;100;54
C4_33;23_04_2026;13:00;1;C4;22;14.1;19.7;100;54
C4_33;23_04_2026;13:00;6;C4;22;14.1;19.7;100;54
C4_33;23_04_2026;13:00;7;C4;22;14.1;19.7;100;54
C4_34;23_04_2026;13:15;4;C4;24;14.1;19.7;100;54
C4_34;23_04_2026;13:15;6;C4;24;14.1;19.7;100;54
C4_34;23_04_2026;13:15;7;C4;24;14.1;19.7;100;54
C4_35;23_04_2026;13:30;no_ID;C4;27;14.1;19.7;100;54
C4_35;23_04_2026;13:30;no_ID;C4;27;14.1;19.7;100;54
C4_35;23_04_2026;13:30;2;C4;27;14.1;19.7;100;54
C4_35;23_04_2026;13:30;4;C4;27;14.1;19.7;100;54
C4_35;23_04_2026;13:30;7;C4;27;14.1;19.7;100;54
C4_36;23_04_2026;13:45;no_ID;C4;30;14.1;19.7;100;54
C4_36;23_04_2026;13:45;2;C4;30;14.1;19.7;100;54
C4_36;23_04_2026;13:45;8;C4;30;14.1;19.7;100;54
C4_37;23_04_2026;14:00;2;C4;32;14.1;19.7;100;54
C4_37;23_04_2026;14:00;3;C4;32;14.1;19.7;100;54
C4_37;23_04_2026;14:00;no_ID;C4;32;14.1;19.7;100;54
C4_38;23_04_2026;14:15;3;C4;31;14.1;19.7;100;54
C4_38;23_04_2026;14:15;5;C4;31;14.1;19.7;100;54
C4_39;23_04_2026;14:30;no_ID;C4;30;14.1;19.7;100;54
C4_39;23_04_2026;14:30;5;C4;30;14.1;19.7;100;54
C4_39;23_04_2026;14:30;7;C4;30;14.1;19.7;100;54
C4_40;23_04_2026;14:45;2;C4;30;14.1;19.7;100;54
C4_40;23_04_2026;14:45;7;C4;30;14.1;19.7;100;54
C4_41;23_04_2026;15:00;no_ID;C4;27;14.1;19.7;100;54
C4_41;23_04_2026;15:00;2;C4;27;14.1;19.7;100;54
C4_41;23_04_2026;15:00;7;C4;27;14.1;19.7;100;54
C4_42;23_04_2026;15:15;2;C4;25;14.1;19.7;100;54
C4_43;23_04_2026;15:30;2;C4;23;14.1;19.7;100;54
C4_44;23_04_2026;15:45;2;C4;21;14.1;19.7;100;54
C4_53;24_04_2026;07:00;3;C4;10;13.4;18.5;100;63
C4_54;24_04_2026;07:15;3;C4;11;13.4;18.5;100;63
C4_55;24_04_2026;07:30;3;C4;11;13.4;18.5;100;63
C4_56;24_04_2026;07:45;3;C4;10;13.4;18.5;100;63
C4_57;24_04_2026;08:00;3;C4;11;13.4;18.5;100;63
C4_58;24_04_2026;08:15;3;C4;11;13.4;18.5;100;63
C4_59;24_04_2026;08:30;3;C4;12;13.4;18.5;100;63
C4_60;24_04_2026;08:45;3;C4;12;13.4;18.5;100;63
C4_61;24_04_2026;09:00;3;C4;13;13.4;18.5;100;63
C4_62;24_04_2026;09:15;3;C4;13;13.4;18.5;100;63
C4_65;24_04_2026;10:00;no_ID;C4;16;13.4;18.5;100;63
C4_65;24_04_2026;10:00;5;C4;16;13.4;18.5;100;63
C4_65;24_04_2026;10:00;7;C4;16;13.4;18.5;100;63
C4_66;24_04_2026;10:15;5;C4;17;13.4;18.5;100;63
C4_66;24_04_2026;10:15;7;C4;17;13.4;18.5;100;63
C4_67;24_04_2026;10:30;5;C4;16;13.4;18.5;100;63
C4_68;24_04_2026;10:45;5;C4;17;13.4;18.5;100;63
C4_71;24_04_2026;11:30;2;C4;22;13.4;18.5;100;63
C4_73;24_04_2026;12:00;no_ID;C4;20;13.4;18.5;100;63
C4_73;24_04_2026;12:00;6;C4;20;13.4;18.5;100;63
C4_74;24_04_2026;12:15;no_ID;C4;20;13.4;18.5;100;63
C4_74;24_04_2026;12:15;2;C4;20;13.4;18.5;100;63
C4_75;24_04_2026;12:30;2;C4;21;13.4;18.5;100;63
C4_75;24_04_2026;12:30;4;C4;21;13.4;18.5;100;63
C4_75;24_04_2026;12:30;6;C4;21;13.4;18.5;100;63
C4_76;24_04_2026;12:45;2;C4;21;13.4;18.5;100;63
C4_76;24_04_2026;12:45;4;C4;21;13.4;18.5;100;63
C4_77;24_04_2026;13:00;4;C4;22;13.4;18.5;100;63
C4_77;24_04_2026;13:00;6;C4;22;13.4;18.5;100;63
C4_78;24_04_2026;13:15;4;C4;21;13.4;18.5;100;63
C4_78;24_04_2026;13:15;6;C4;21;13.4;18.5;100;63
C4_78;24_04_2026;13:15;2;C4;21;13.4;18.5;100;63
C4_79;24_04_2026;13:30;2;C4;22;13.4;18.5;100;63
C4_79;24_04_2026;13:30;4;C4;22;13.4;18.5;100;63
C4_79;24_04_2026;13:30;6;C4;22;13.4;18.5;100;63
C4_80;24_04_2026;13:45;2;C4;23;13.4;18.5;100;63
C4_80;24_04_2026;13:45;4;C4;23;13.4;18.5;100;63
C4_80;24_04_2026;13:45;no_ID;C4;23;13.4;18.5;100;63
C4_81;24_04_2026;14:00;no_ID;C4;26;13.4;18.5;100;63
C4_81;24_04_2026;14:00;2;C4;26;13.4;18.5;100;63
C4_81;24_04_2026;14:00;4;C4;26;13.4;18.5;100;63
C4_82;24_04_2026;14:15;no_ID;C4;25;13.4;18.5;100;63
C4_82;24_04_2026;14:15;2;C4;25;13.4;18.5;100;63
C4_83;24_04_2026;14:30;2;C4;23;13.4;18.5;100;63
C4_83;24_04_2026;14:30;4;C4;23;13.4;18.5;100;63
C4_84;24_04_2026;14:45;2;C4;23;13.4;18.5;100;63
C4_84;24_04_2026;14:45;4;C4;23;13.4;18.5;100;63
C4_85;24_04_2026;15:00;2;C4;22;13.4;18.5;100;63
C4_85;24_04_2026;15:00;4;C4;22;13.4;18.5;100;63
C4_86;24_04_2026;15:15;2;C4;22;13.4;18.5;100;63
C4_101;25_04_2026;08:00;3;C4;8;16.7;20.3;69;50
C4_102;25_04_2026;08:15;3;C4;9;16.7;20.3;69;50
C4_103;25_04_2026;08:30;3;C4;10;16.7;20.3;69;50
C4_109;25_04_2026;10:00;5;C4;15;16.7;20.3;69;50
C4_110;25_04_2026;10:15;5;C4;17;16.7;20.3;69;50
C4_111;25_04_2026;10:30;5;C4;20;16.7;20.3;69;50
C4_112;25_04_2026;10:45;3;C4;20;16.7;20.3;69;50
C4_112;25_04_2026;10:45;4;C4;20;16.7;20.3;69;50
C4_112;25_04_2026;10:45;5;C4;20;16.7;20.3;69;50
C4_114;25_04_2026;11:15;4;C4;22;16.7;20.3;69;50
C4_114;25_04_2026;11:15;5;C4;22;16.7;20.3;69;50
C4_115;25_04_2026;11:30;no_ID;C4;23;16.7;20.3;69;50
C4_115;25_04_2026;11:30;5;C4;23;16.7;20.3;69;50
C4_115;25_04_2026;11:30;6;C4;23;16.7;20.3;69;50
C4_116;25_04_2026;11:45;no_ID;C4;22;16.7;20.3;69;50
C4_116;25_04_2026;11:45;5;C4;22;16.7;20.3;69;50
C4_117;25_04_2026;12:00;3;C4;23;16.7;20.3;69;50
C4_117;25_04_2026;12:00;4;C4;23;16.7;20.3;69;50
C4_117;25_04_2026;12:00;5;C4;23;16.7;20.3;69;50
C4_118;25_04_2026;12:15;3;C4;25;16.7;20.3;69;50
C4_118;25_04_2026;12:15;4;C4;25;16.7;20.3;69;50
C4_118;25_04_2026;12:15;5;C4;25;16.7;20.3;69;50
C4_119;25_04_2026;12:30;4;C4;23;16.7;20.3;69;50
C4_119;25_04_2026;12:30;5;C4;23;16.7;20.3;69;50
C4_120;25_04_2026;12:45;2;C4;25;16.7;20.3;69;50
C4_120;25_04_2026;12:45;4;C4;25;16.7;20.3;69;50
C4_120;25_04_2026;12:45;5;C4;25;16.7;20.3;69;50
C4_120;25_04_2026;12:45;6;C4;25;16.7;20.3;69;50
C4_121;25_04_2026;13:00;no_ID;C4;26;16.7;20.3;69;50
C4_121;25_04_2026;13:00;4;C4;26;16.7;20.3;69;50
C4_121;25_04_2026;13:00;5;C4;26;16.7;20.3;69;50
C4_121;25_04_2026;13:00;6;C4;26;16.7;20.3;69;50
C4_122;25_04_2026;13:15;no_ID;C4;27;16.7;20.3;69;50
C4_122;25_04_2026;13:15;4;C4;27;16.7;20.3;69;50
C4_124;25_04_2026;13:45;no_ID;C4;33;16.7;20.3;69;50
C4_124;25_04_2026;13:45;4;C4;33;16.7;20.3;69;50
C4_124;25_04_2026;13:45;5;C4;33;16.7;20.3;69;50
C4_126;25_04_2026;14:15;1;C4;37;16.7;20.3;69;50
C4_128;25_04_2026;14:45;no_ID;C4;37;16.7;20.3;69;50
C4_128;25_04_2026;14:45;no_ID;C4;37;16.7;20.3;69;50
C4_128;25_04_2026;14:45;8;C4;37;16.7;20.3;69;50
C4_129;25_04_2026;15:00;6;C4;37;16.7;20.3;69;50
C4_130;25_04_2026;15:15;2;C4;34;16.7;20.3;69;50
C4_130;25_04_2026;15:15;6;C4;34;16.7;20.3;69;50
C4_131;25_04_2026;15:30;2;C4;33;16.7;20.3;69;50
C4_147;26_04_2026;08:30;3;C4;11;16.5;23.9;67;36
C4_148;26_04_2026;08:45;no_ID;C4;11;16.5;23.9;67;36
C4_148;26_04_2026;08:45;3;C4;11;16.5;23.9;67;36
C4_149;26_04_2026;09:00;5;C4;12;16.5;23.9;67;36
C4_149;26_04_2026;09:00;3;C4;12;16.5;23.9;67;36
C4_150;26_04_2026;09:15;5;C4;12;16.5;23.9;67;36
C4_150;26_04_2026;09:15;3;C4;12;16.5;23.9;67;36
C4_151;26_04_2026;09:30;3;C4;13;16.5;23.9;67;36
C4_151;26_04_2026;09:30;5;C4;13;16.5;23.9;67;36
C4_152;26_04_2026;09:45;3;C4;14;16.5;23.9;67;36
C4_153;26_04_2026;10:00;3;C4;16;16.5;23.9;67;36
C4_154;26_04_2026;10:15;3;C4;18;16.5;23.9;67;36
C4_154;26_04_2026;10:15;8;C4;18;16.5;23.9;67;36
C4_155;26_04_2026;10:30;1;C4;20;16.5;23.9;67;36
C4_155;26_04_2026;10:30;3;C4;20;16.5;23.9;67;36
C4_155;26_04_2026;10:30;8;C4;20;16.5;23.9;67;36
C4_156;26_04_2026;10:45;5;C4;22;16.5;23.9;67;36
C4_156;26_04_2026;10:45;8;C4;22;16.5;23.9;67;36
C4_157;26_04_2026;11:00;no_ID;C4;24;16.5;23.9;67;36
C4_159;26_04_2026;11:30;7;C4;27;16.5;23.9;67;36
C4_159;26_04_2026;11:30;8;C4;27;16.5;23.9;67;36
C4_161;26_04_2026;12:00;7;C4;31;16.5;23.9;67;36
C4_163;26_04_2026;12:30;1;C4;33;16.5;23.9;67;36
C4_165;26_04_2026;13:00;no_ID;C4;35;16.5;23.9;67;36
C4_165;26_04_2026;13:00;5;C4;35;16.5;23.9;67;36
C4_166;26_04_2026;13:15;1;C4;36;16.5;23.9;67;36
C4_166;26_04_2026;13:15;4;C4;36;16.5;23.9;67;36
C4_168;26_04_2026;13:45;3;C4;37;16.5;23.9;67;36
C4_170;26_04_2026;14:15;6;C4;34;16.5;23.9;67;36
C4_171;26_04_2026;14:30;6;C4;33;16.5;23.9;67;36
C4_172;26_04_2026;14:45;2;C4;31;16.5;23.9;67;36
C4_172;26_04_2026;14:45;6;C4;31;16.5;23.9;67;36
C4_173;26_04_2026;15:00;2;C4;30;16.5;23.9;67;36
C4_173;26_04_2026;15:00;6;C4;30;16.5;23.9;67;36
C4_174;26_04_2026;15:15;2;C4;30;16.5;23.9;67;36
C4_175;26_04_2026;15:30;2;C4;31;16.5;23.9;67;36
C4_175;26_04_2026;15:30;3;C4;31;16.5;23.9;67;36
C4_176;26_04_2026;15:45;2;C4;29;16.5;23.9;67;36
C4_176;26_04_2026;15:45;3;C4;29;16.5;23.9;67;36
C4_177;26_04_2026;16:00;3;C4;27;16.5;23.9;67;36
C4_178;26_04_2026;16:15;3;C4;26;16.5;23.9;67;36
C4_200;27_04_2026;11:00;3;C4;14;16.5;15;92;100
C4_201;27_04_2026;11:15;3;C4;14;16.5;15;92;100
C4_202;27_04_2026;11:30;3;C4;14;16.5;15;92;100
C4_203;27_04_2026;11:45;3;C4;15;16.5;15;92;100
C4_204;27_04_2026;12:00;3;C4;15;16.5;15;92;100
C4_205;27_04_2026;12:15;3;C4;15;16.5;15;92;100
C4_206;27_04_2026;12:30;3;C4;16;16.5;15;92;100
C4_207;27_04_2026;12:45;3;C4;16;16.5;15;92;100
C4_210;27_04_2026;13:30;4;C4;15;16.5;15;92;100
C4_228;28_04_2026;07:30;no_ID;C4;12;15.6;18.2;95;83
C4_229;28_04_2026;07:45;3;C4;12;15.6;18.2;95;83
C4_230;28_04_2026;08:00;3;C4;12;15.6;18.2;95;83
C4_231;28_04_2026;08:15;3;C4;13;15.6;18.2;95;83
C4_232;28_04_2026;08:30;3;C4;13;15.6;18.2;95;83
C4_233;28_04_2026;08:45;3;C4;14;15.6;18.2;95;83
C4_234;28_04_2026;09:00;3;C4;14;15.6;18.2;95;83
C4_235;28_04_2026;09:15;3;C4;15;15.6;18.2;95;83
C4_236;28_04_2026;09:30;3;C4;15;15.6;18.2;95;83
C4_237;28_04_2026;09:45;3;C4;15;15.6;18.2;95;83
C4_237;28_04_2026;09:45;5;C4;15;15.6;18.2;95;83
C4_238;28_04_2026;10:00;3;C4;16;15.6;18.2;95;83
C4_238;28_04_2026;10:00;5;C4;16;15.6;18.2;95;83
C4_239;28_04_2026;10:15;no_ID;C4;16;15.6;18.2;95;83
C4_239;28_04_2026;10:15;3;C4;16;15.6;18.2;95;83
C4_239;28_04_2026;10:15;8;C4;16;15.6;18.2;95;83
C4_240;28_04_2026;10:30;2;C4;16;15.6;18.2;95;83
C4_240;28_04_2026;10:30;3;C4;16;15.6;18.2;95;83
C4_240;28_04_2026;10:30;8;C4;16;15.6;18.2;95;83
C4_240;28_04_2026;10:30;no_ID;C4;16;15.6;18.2;95;83
C4_240;28_04_2026;10:30;no_ID;C4;16;15.6;18.2;95;83
C4_241;28_04_2026;10:45;2;C4;16;15.6;18.2;95;83
C4_241;28_04_2026;10:45;3;C4;16;15.6;18.2;95;83
C4_241;28_04_2026;10:45;8;C4;16;15.6;18.2;95;83
C4_241;28_04_2026;10:45;no_ID;C4;16;15.6;18.2;95;83
C4_242;28_04_2026;11:00;no_ID;C4;16;15.6;18.2;95;83
C4_242;28_04_2026;11:00;2;C4;16;15.6;18.2;95;83
C4_242;28_04_2026;11:00;3;C4;16;15.6;18.2;95;83
C4_242;28_04_2026;11:00;8;C4;16;15.6;18.2;95;83
C4_243;28_04_2026;11:15;no_ID;C4;16;15.6;18.2;95;83
C4_243;28_04_2026;11:15;3;C4;16;15.6;18.2;95;83
C4_244;28_04_2026;11:30;no_ID;C4;16;15.6;18.2;95;83
C4_244;28_04_2026;11:30;3;C4;16;15.6;18.2;95;83
C4_245;28_04_2026;11:45;no_ID;C4;16;15.6;18.2;95;83
C4_245;28_04_2026;11:45;3;C4;16;15.6;18.2;95;83
C4_246;28_04_2026;12:00;no_ID;C4;16;15.6;18.2;95;83
C4_246;28_04_2026;12:00;3;C4;16;15.6;18.2;95;83
C4_247;28_04_2026;12:15;no_ID;C4;16;15.6;18.2;95;83
C4_247;28_04_2026;12:15;3;C4;16;15.6;18.2;95;83
C4_248;28_04_2026;12:30;3;C4;16;15.6;18.2;95;83
C4_248;28_04_2026;12:30;6;C4;16;15.6;18.2;95;83
C4_275;29_04_2026;08:30;3;C4;15;18;20;95;79
C4_276;29_04_2026;08:45;3;C4;15;18;20;95;79
C4_276;29_04_2026;08:45;6;C4;15;18;20;95;79
C4_277;29_04_2026;09:00;3;C4;16;18;20;95;79
C4_277;29_04_2026;09:00;6;C4;16;18;20;95;79
C4_278;29_04_2026;09:15;3;C4;16;18;20;95;79
C4_278;29_04_2026;09:15;6;C4;16;18;20;95;79
C4_279;29_04_2026;09:30;2;C4;17;18;20;95;79
C4_279;29_04_2026;09:30;3;C4;17;18;20;95;79
C4_279;29_04_2026;09:30;6;C4;17;18;20;95;79
C4_280;29_04_2026;09:45;3;C4;18;18;20;95;79
C4_281;29_04_2026;10:00;2;C4;19;18;20;95;79
C4_281;29_04_2026;10:00;3;C4;19;18;20;95;79
C4_281;29_04_2026;10:00;7;C4;19;18;20;95;79
C4_282;29_04_2026;10:15;no_ID;C4;19;18;20;95;79
C4_282;29_04_2026;10:15;1;C4;19;18;20;95;79
C4_282;29_04_2026;10:15;2;C4;19;18;20;95;79
C4_282;29_04_2026;10:15;3;C4;19;18;20;95;79
C4_282;29_04_2026;10:15;7;C4;19;18;20;95;79
C4_282;29_04_2026;10:15;8;C4;19;18;20;95;79
C4_283;29_04_2026;10:30;1;C4;21;18;20;95;79
C4_283;29_04_2026;10:30;2;C4;21;18;20;95;79
C4_283;29_04_2026;10:30;3;C4;21;18;20;95;79
C4_283;29_04_2026;10:30;4;C4;21;18;20;95;79
C4_283;29_04_2026;10:30;7;C4;21;18;20;95;79
C4_283;29_04_2026;10:30;8;C4;21;18;20;95;79
C4_284;29_04_2026;10:45;1;C4;23;18;20;95;79
C4_284;29_04_2026;10:45;3;C4;23;18;20;95;79
C4_284;29_04_2026;10:45;4;C4;23;18;20;95;79
C4_284;29_04_2026;10:45;6;C4;23;18;20;95;79
C4_284;29_04_2026;10:45;7;C4;23;18;20;95;79
C4_284;29_04_2026;10:45;8;C4;23;18;20;95;79
C4_285;29_04_2026;11:00;1;C4;23;18;20;95;79
C4_285;29_04_2026;11:00;2;C4;23;18;20;95;79
C4_285;29_04_2026;11:00;3;C4;23;18;20;95;79
C4_285;29_04_2026;11:00;4;C4;23;18;20;95;79
C4_285;29_04_2026;11:00;6;C4;23;18;20;95;79
C4_285;29_04_2026;11:00;7;C4;23;18;20;95;79
C4_285;29_04_2026;11:00;8;C4;23;18;20;95;79
C4_286;29_04_2026;11:15;no_ID;C4;23;18;20;95;79
C4_286;29_04_2026;11:15;1;C4;23;18;20;95;79
C4_286;29_04_2026;11:15;2;C4;23;18;20;95;79
C4_286;29_04_2026;11:15;4;C4;23;18;20;95;79
C4_286;29_04_2026;11:15;7;C4;23;18;20;95;79
C4_287;29_04_2026;11:30;no_ID;C4;24;18;20;95;79
C4_287;29_04_2026;11:30;2;C4;24;18;20;95;79
C4_287;29_04_2026;11:30;3;C4;24;18;20;95;79
C4_287;29_04_2026;11:30;4;C4;24;18;20;95;79
C4_287;29_04_2026;11:30;7;C4;24;18;20;95;79
C4_287;29_04_2026;11:30;8;C4;24;18;20;95;79
C4_288;29_04_2026;11:45;2;C4;25;18;20;95;79
C4_288;29_04_2026;11:45;3;C4;25;18;20;95;79
C4_288;29_04_2026;11:45;4;C4;25;18;20;95;79
C4_288;29_04_2026;11:45;6;C4;25;18;20;95;79
C4_288;29_04_2026;11:45;8;C4;25;18;20;95;79
C4_289;29_04_2026;12:00;3;C4;23;18;20;95;79
C4_289;29_04_2026;12:00;4;C4;23;18;20;95;79
C4_289;29_04_2026;12:00;5;C4;23;18;20;95;79
C4_289;29_04_2026;12:00;6;C4;23;18;20;95;79
C4_290;29_04_2026;12:15;2;C4;22;18;20;95;79
C4_290;29_04_2026;12:15;3;C4;22;18;20;95;79
C4_290;29_04_2026;12:15;4;C4;22;18;20;95;79
C4_290;29_04_2026;12:15;6;C4;22;18;20;95;79
C4_290;29_04_2026;12:15;7;C4;22;18;20;95;79
C4_291;29_04_2026;12:30;no_ID;C4;22;18;20;95;79
C4_291;29_04_2026;12:30;2;C4;22;18;20;95;79
C4_291;29_04_2026;12:30;6;C4;22;18;20;95;79
C4_291;29_04_2026;12:30;7;C4;22;18;20;95;79
C4_292;29_04_2026;12:45;no_ID;C4;22;18;20;95;79
