0;5;3;8;3;3;4;7
5;0;12;12;4;10;16;9
3;12;0;8;8;8;10;10
8;12;8;0;6;5;12;12
3;4;8;6;0;3;9;8
3;10;8;5;3;0;5;3
4;16;10;12;9;5;0;11
7;9;10;12;8;3;11;0
